age,poverty_level,Residence,region,access_to_reproductive_health_care,education_level,teenage_pregnancy
15,Low,Traditional,Narok,Good,Higher,0
17,Medium,Urban,Kericho,Good,None,1
13,High,Rural,Meru,Good,Secondary,0
16,Low,Urban,Narok,Poor,Primary,0
16,Low,Rural,Kiambu,Poor,Primary,0
17,High,Rural,Wajir,Good,Secondary,0
16,Low,Rural,Kericho,Moderate,None,1
15,High,Traditional,Thika,Poor,Higher,0
14,Medium,Traditional,Isiolo,Moderate,Secondary,1
13,High,Rural,Mombasa,Moderate,Higher,1
18,Medium,Rural,Kakamega,Poor,Primary,1
17,Low,Traditional,Kericho,Moderate,Primary,0
16,High,Traditional,Mandera,Poor,Secondary,0
14,Low,Rural,Garissa,Good,Higher,0
18,High,Rural,Kakamega,Poor,None,0
15,Low,Urban,Kisumu,Good,Primary,1
16,Medium,Traditional,Mandera,Moderate,Higher,0
16,High,Traditional,Kisumu,Moderate,None,1
13,Low,Rural,Mandera,Good,Higher,0
15,High,Urban,Kisumu,Poor,Primary,1
15,High,Traditional,Mandera,Good,Primary,1
17,Medium,Urban,Nairobi,Moderate,Secondary,0
18,Low,Urban,Thika,Good,Higher,0
13,High,Traditional,Eldoret,Good,Primary,1
17,High,Rural,Kitui,Good,Higher,0
13,High,Urban,Eldoret,Moderate,Secondary,0
15,High,Rural,Isiolo,Poor,Primary,1
13,High,Traditional,Nairobi,Poor,Primary,0
13,Low,Urban,Garissa,Moderate,None,0
13,High,Rural,Wajir,Moderate,Secondary,0
14,High,Urban,Garissa,Good,Higher,1
14,High,Urban,Eldoret,Poor,Higher,1
18,Low,Urban,Kitui,Poor,None,0
18,High,Traditional,Machakos,Poor,Secondary,1
15,High,Rural,Meru,Moderate,Higher,1
13,Medium,Urban,Wajir,Poor,Higher,0
15,Medium,Rural,Machakos,Good,None,0
14,High,Traditional,Nairobi,Poor,Primary,1
13,High,Urban,Thika,Poor,Higher,1
17,Medium,Urban,Isiolo,Good,Secondary,0
14,Low,Urban,Nairobi,Good,Higher,0
14,Low,Rural,Kiambu,Moderate,Higher,0
14,Medium,Rural,Kakamega,Moderate,Secondary,0
13,High,Urban,Meru,Good,Secondary,0
18,Medium,Rural,Kericho,Poor,Primary,1
16,Low,Rural,Kericho,Poor,Higher,1
17,Medium,Urban,Nairobi,Good,Primary,0
17,Low,Urban,Kericho,Moderate,Secondary,0
15,High,Urban,Isiolo,Good,None,1
13,High,Traditional,Eldoret,Poor,None,1
18,High,Urban,Kisumu,Poor,Primary,1
14,Low,Urban,Meru,Moderate,Higher,0
16,Medium,Urban,Machakos,Moderate,Primary,0
13,High,Urban,Kakamega,Moderate,Higher,1
13,Low,Urban,Nyeri,Good,None,1
18,High,Urban,Nairobi,Moderate,None,1
16,Medium,Urban,Nyeri,Good,Primary,0
14,High,Urban,Isiolo,Good,Higher,1
13,Low,Traditional,Wajir,Good,Higher,0
17,Low,Rural,Thika,Moderate,Higher,0
17,High,Traditional,Garissa,Good,Higher,1
16,High,Traditional,Nyeri,Moderate,None,0
14,Low,Urban,Kitui,Good,None,0
16,High,Urban,Mandera,Good,None,0
13,High,Urban,Garissa,Moderate,Primary,1
17,High,Urban,Garissa,Good,None,1
15,Medium,Rural,Mandera,Poor,Secondary,1
16,Medium,Rural,Narok,Good,Primary,1
15,Medium,Traditional,Thika,Moderate,Secondary,0
15,High,Rural,Kitui,Poor,Higher,1
18,Low,Traditional,Eldoret,Moderate,Secondary,1
17,High,Urban,Narok,Good,Higher,0
16,High,Traditional,Wajir,Moderate,None,1
15,Medium,Traditional,Mombasa,Good,Secondary,1
13,Low,Rural,Kakamega,Poor,Primary,1
18,Medium,Traditional,Isiolo,Moderate,Higher,1
14,Low,Urban,Narok,Poor,Primary,1
18,High,Urban,Eldoret,Poor,Primary,0
14,High,Urban,Kisumu,Good,Primary,1
17,High,Urban,Nakuru,Moderate,None,1
16,Low,Rural,Kericho,Moderate,Primary,0
16,Medium,Traditional,Kericho,Moderate,Secondary,0
14,Medium,Traditional,Kericho,Poor,None,1
13,Medium,Traditional,Thika,Good,Higher,1
14,Low,Traditional,Wajir,Poor,Higher,1
14,Low,Urban,Mandera,Moderate,Primary,0
16,High,Rural,Nakuru,Good,Higher,0
15,Medium,Traditional,Nyeri,Good,Higher,1
13,Low,Traditional,Garissa,Good,Secondary,1
16,Medium,Rural,Kiambu,Good,Secondary,1
18,Medium,Traditional,Kisumu,Good,Primary,0
14,Low,Rural,Nyeri,Moderate,Primary,0
15,Low,Traditional,Nakuru,Moderate,Secondary,0
13,High,Rural,Garissa,Moderate,Secondary,1
17,High,Traditional,Garissa,Moderate,Primary,0
13,High,Urban,Kericho,Poor,Secondary,0
13,Medium,Traditional,Isiolo,Good,Primary,1
14,Medium,Urban,Kisumu,Good,None,1
14,High,Rural,Kakamega,Moderate,None,0
17,Medium,Urban,Kitui,Moderate,Higher,0
17,Medium,Traditional,Eldoret,Good,Higher,1
17,Medium,Urban,Nyeri,Poor,Primary,0
16,Medium,Urban,Kericho,Poor,Primary,0
16,Low,Traditional,Kiambu,Good,Primary,0
14,Low,Rural,Kakamega,Moderate,Higher,0
14,High,Urban,Mombasa,Good,Secondary,1
17,High,Traditional,Machakos,Moderate,Secondary,0
16,Medium,Urban,Kiambu,Good,Higher,1
15,Medium,Rural,Garissa,Good,None,1
16,Low,Rural,Kisumu,Moderate,Primary,0
14,Medium,Rural,Garissa,Good,Primary,1
16,Medium,Urban,Kakamega,Good,Higher,1
14,High,Traditional,Nairobi,Poor,Primary,1
17,Medium,Rural,Kiambu,Poor,Secondary,0
17,Low,Traditional,Isiolo,Moderate,Primary,0
17,Medium,Rural,Thika,Good,Secondary,0
15,Medium,Urban,Narok,Poor,Higher,1
15,Medium,Urban,Nakuru,Moderate,None,1
14,Medium,Rural,Kericho,Poor,Primary,1
13,Medium,Traditional,Wajir,Poor,Higher,1
18,Low,Traditional,Wajir,Good,Primary,0
15,High,Rural,Nakuru,Poor,Secondary,1
14,Medium,Urban,Kiambu,Poor,Primary,0
16,High,Traditional,Thika,Good,Higher,0
17,High,Traditional,Nyeri,Moderate,Higher,0
17,Low,Urban,Narok,Good,Secondary,0
17,High,Traditional,Narok,Good,Primary,0
14,Medium,Rural,Mombasa,Moderate,None,1
17,Medium,Urban,Kericho,Poor,Higher,0
15,Medium,Rural,Kericho,Good,Primary,1
16,Medium,Urban,Nairobi,Good,Secondary,0
17,Low,Rural,Wajir,Good,Higher,0
14,High,Rural,Mombasa,Moderate,Primary,0
16,Low,Rural,Nyeri,Good,Secondary,0
17,High,Traditional,Narok,Good,Primary,1
13,Low,Traditional,Eldoret,Moderate,Secondary,1
17,Low,Rural,Eldoret,Poor,Primary,1
18,Low,Rural,Kakamega,Good,None,1
15,Medium,Urban,Garissa,Poor,Primary,1
16,Medium,Traditional,Narok,Moderate,Secondary,0
15,Low,Rural,Wajir,Poor,None,1
13,High,Traditional,Narok,Moderate,None,1
13,High,Urban,Isiolo,Moderate,Higher,0
18,Medium,Rural,Isiolo,Poor,Higher,0
15,Low,Traditional,Kericho,Poor,Higher,0
16,Medium,Urban,Mombasa,Good,Secondary,0
13,Medium,Rural,Narok,Moderate,Secondary,0
13,Medium,Traditional,Mombasa,Poor,Primary,1
17,Low,Urban,Kiambu,Good,None,0
18,Low,Urban,Nyeri,Moderate,Secondary,0
14,Medium,Traditional,Eldoret,Good,Primary,0
13,Low,Rural,Meru,Good,Primary,0
16,High,Traditional,Thika,Moderate,Secondary,0
16,High,Urban,Narok,Good,None,0
17,Medium,Urban,Garissa,Poor,Secondary,0
16,High,Rural,Machakos,Good,Primary,0
17,Medium,Traditional,Nakuru,Good,Secondary,1
13,Medium,Rural,Kitui,Moderate,Higher,0
13,Medium,Rural,Mandera,Poor,Primary,1
13,Low,Urban,Meru,Poor,Secondary,1
13,Low,Traditional,Isiolo,Poor,Secondary,0
14,Low,Traditional,Isiolo,Poor,None,1
18,Low,Urban,Machakos,Good,None,0
18,Medium,Urban,Kisumu,Poor,Higher,1
14,Low,Traditional,Kisumu,Poor,Primary,1
13,High,Rural,Kitui,Moderate,Higher,0
16,High,Rural,Nyeri,Poor,Higher,0
17,Low,Traditional,Mandera,Moderate,Higher,1
18,High,Rural,Mandera,Poor,None,1
15,High,Rural,Wajir,Good,Secondary,1
17,Low,Urban,Thika,Poor,Higher,0
15,Medium,Rural,Kericho,Moderate,None,1
15,Medium,Urban,Nyeri,Poor,Secondary,0
13,Medium,Rural,Kiambu,Good,Secondary,0
15,Low,Traditional,Mombasa,Moderate,Primary,0
13,Medium,Urban,Isiolo,Good,None,0
14,Medium,Traditional,Eldoret,Poor,Higher,0
16,High,Urban,Eldoret,Poor,Primary,1
15,Medium,Rural,Narok,Moderate,Secondary,0
16,Low,Traditional,Kitui,Good,Higher,0
13,Medium,Urban,Kiambu,Good,Higher,1
15,High,Traditional,Thika,Moderate,Secondary,0
17,High,Traditional,Wajir,Poor,Primary,0
14,High,Rural,Eldoret,Poor,Primary,0
18,High,Urban,Isiolo,Good,Primary,0
14,Medium,Rural,Kisumu,Moderate,Secondary,1
15,High,Traditional,Thika,Good,None,1
14,High,Urban,Nakuru,Poor,Secondary,1
18,High,Traditional,Mombasa,Poor,Secondary,1
17,Medium,Traditional,Nyeri,Good,Higher,0
16,Low,Urban,Garissa,Poor,Secondary,0
17,High,Traditional,Mombasa,Poor,Secondary,1
14,High,Urban,Nakuru,Moderate,None,0
18,High,Urban,Nakuru,Moderate,Secondary,0
16,Medium,Urban,Kisumu,Moderate,Higher,1
18,Medium,Traditional,Thika,Poor,Primary,1
17,High,Rural,Nyeri,Moderate,Higher,1
13,Low,Traditional,Kitui,Good,None,0
13,High,Traditional,Narok,Poor,Higher,1
16,Low,Urban,Nyeri,Good,Primary,0
16,Low,Rural,Kisumu,Poor,Primary,0
16,Medium,Urban,Machakos,Good,Secondary,0
13,Medium,Traditional,Machakos,Moderate,Higher,0
17,Medium,Rural,Garissa,Poor,Higher,1
16,Low,Urban,Garissa,Poor,Higher,0
13,Low,Traditional,Kitui,Good,None,1
16,Low,Traditional,Mandera,Poor,Secondary,1
16,Medium,Rural,Isiolo,Good,None,1
18,Medium,Traditional,Garissa,Moderate,None,0
16,Medium,Traditional,Thika,Good,Primary,0
13,High,Traditional,Nyeri,Good,None,1
17,Low,Traditional,Wajir,Poor,Primary,1
13,Low,Rural,Kisumu,Moderate,Higher,1
13,High,Traditional,Mandera,Moderate,Secondary,1
16,Low,Traditional,Thika,Moderate,Primary,1
18,Low,Traditional,Kisumu,Moderate,Primary,1
15,High,Rural,Kiambu,Poor,None,1
15,Low,Rural,Machakos,Poor,Higher,0
15,Medium,Urban,Machakos,Poor,None,1
13,High,Rural,Garissa,Moderate,Primary,1
16,Low,Traditional,Kericho,Good,Secondary,0
15,Medium,Rural,Kitui,Moderate,Higher,0
14,Low,Rural,Mandera,Moderate,Higher,0
14,High,Rural,Nakuru,Moderate,Primary,0
14,Medium,Traditional,Nairobi,Good,Secondary,1
17,Low,Urban,Machakos,Good,Secondary,0
16,High,Urban,Mombasa,Poor,None,1
13,Low,Urban,Nairobi,Moderate,Secondary,0
13,Low,Urban,Isiolo,Moderate,Primary,1
16,Medium,Rural,Nakuru,Moderate,None,1
18,Low,Urban,Thika,Moderate,Higher,0
18,High,Rural,Machakos,Poor,None,0
17,High,Rural,Eldoret,Good,None,0
16,Medium,Urban,Wajir,Poor,Secondary,0
18,Medium,Traditional,Narok,Poor,Primary,0
17,Low,Urban,Meru,Poor,Higher,0
15,High,Urban,Eldoret,Good,Primary,0
15,Medium,Rural,Mombasa,Poor,None,1
17,Low,Rural,Kitui,Moderate,Secondary,0
16,Low,Urban,Meru,Poor,Primary,0
15,High,Urban,Isiolo,Moderate,Higher,1
16,High,Traditional,Narok,Poor,Secondary,1
18,Low,Traditional,Mombasa,Poor,Higher,0
15,High,Traditional,Mombasa,Moderate,Higher,1
18,Low,Rural,Isiolo,Moderate,None,1
16,Low,Traditional,Isiolo,Moderate,Primary,1
16,High,Rural,Wajir,Moderate,Primary,0
14,Medium,Rural,Nairobi,Moderate,Higher,1
17,Low,Urban,Meru,Good,Secondary,0
13,High,Traditional,Mandera,Good,Secondary,1
17,Low,Urban,Mandera,Good,None,0
16,Low,Urban,Thika,Poor,None,1
16,Low,Rural,Nakuru,Good,Primary,0
17,High,Traditional,Machakos,Moderate,Higher,0
16,High,Urban,Kakamega,Good,Primary,1
18,High,Rural,Kericho,Good,None,1
15,Medium,Urban,Kakamega,Poor,Primary,1
16,Low,Traditional,Wajir,Moderate,Higher,1
17,Medium,Rural,Thika,Poor,Primary,0
17,Low,Traditional,Wajir,Good,Higher,1
17,High,Urban,Kericho,Good,Secondary,1
14,Low,Rural,Nairobi,Poor,Primary,1
18,Low,Urban,Wajir,Poor,Secondary,0
18,Low,Urban,Nyeri,Moderate,None,0
14,Medium,Traditional,Nyeri,Good,None,1
18,High,Rural,Meru,Moderate,Higher,1
14,High,Urban,Meru,Good,None,1
18,Low,Traditional,Wajir,Good,Secondary,0
14,High,Traditional,Mombasa,Poor,Higher,1
14,Medium,Rural,Wajir,Good,Higher,0
18,Medium,Urban,Kakamega,Good,Higher,1
14,High,Rural,Mandera,Moderate,None,0
18,Medium,Rural,Machakos,Good,Higher,0
14,Medium,Urban,Mombasa,Good,Higher,0
17,High,Rural,Nairobi,Good,Secondary,1
13,High,Rural,Machakos,Good,Higher,1
18,Low,Rural,Kakamega,Poor,Primary,0
14,Low,Traditional,Kiambu,Good,Higher,0
17,Medium,Urban,Garissa,Good,Higher,0
13,High,Rural,Isiolo,Poor,Secondary,1
14,Medium,Traditional,Thika,Good,Primary,0
13,High,Traditional,Kitui,Poor,None,1
18,Medium,Rural,Nakuru,Moderate,Primary,0
13,Medium,Urban,Nyeri,Good,Higher,0
15,Medium,Traditional,Eldoret,Poor,Primary,1
16,Low,Rural,Isiolo,Moderate,None,0
15,High,Urban,Mombasa,Good,Primary,0
18,Medium,Urban,Eldoret,Moderate,Primary,0
18,Low,Rural,Isiolo,Good,Higher,0
13,Medium,Traditional,Thika,Poor,Secondary,1
17,Medium,Urban,Kericho,Poor,Higher,0
14,High,Urban,Thika,Poor,Higher,1
16,Medium,Urban,Kitui,Poor,Primary,0
14,High,Urban,Mandera,Poor,None,1
17,Low,Traditional,Kakamega,Good,Secondary,0
18,Low,Traditional,Mandera,Poor,Higher,0
16,Medium,Rural,Nairobi,Good,Primary,0
15,Low,Rural,Machakos,Good,Higher,0
18,High,Traditional,Nakuru,Good,None,1
18,High,Rural,Kericho,Good,Higher,0
13,Low,Urban,Eldoret,Good,Secondary,0
17,High,Traditional,Mandera,Good,Secondary,0
13,High,Urban,Eldoret,Poor,Primary,0
13,Medium,Traditional,Kisumu,Poor,Higher,1
14,Medium,Traditional,Isiolo,Poor,Secondary,1
18,High,Rural,Isiolo,Good,Higher,0
17,Low,Traditional,Machakos,Good,Secondary,0
13,High,Rural,Kericho,Good,None,0
15,Medium,Traditional,Garissa,Good,None,1
16,Low,Urban,Meru,Moderate,Secondary,0
17,High,Urban,Meru,Moderate,Secondary,0
14,Low,Urban,Thika,Poor,Higher,1
17,Low,Urban,Machakos,Poor,Higher,0
18,Low,Urban,Garissa,Good,Secondary,0
14,High,Urban,Nairobi,Good,Secondary,1
16,Medium,Traditional,Narok,Poor,Higher,1
15,Low,Rural,Kericho,Poor,Secondary,1
13,Low,Traditional,Nyeri,Poor,None,0
17,High,Urban,Eldoret,Good,Higher,0
14,Medium,Urban,Isiolo,Poor,None,1
16,Medium,Traditional,Kisumu,Good,Higher,0
13,High,Rural,Narok,Moderate,Secondary,0
16,Low,Rural,Kiambu,Good,Primary,0
15,High,Rural,Kiambu,Poor,Higher,1
13,Medium,Rural,Kiambu,Moderate,Higher,0
13,Low,Urban,Machakos,Poor,Primary,0
13,Low,Urban,Machakos,Moderate,Primary,0
14,Medium,Rural,Garissa,Good,None,0
13,Low,Traditional,Nyeri,Poor,Secondary,1
16,High,Traditional,Mandera,Poor,Primary,1
14,Medium,Urban,Kitui,Poor,Higher,0
13,Medium,Traditional,Meru,Moderate,Primary,1
16,Low,Urban,Kisumu,Good,Primary,0
16,Medium,Urban,Kitui,Poor,Secondary,0
17,High,Rural,Narok,Moderate,Secondary,0
16,Medium,Rural,Mandera,Moderate,None,1
18,Low,Rural,Kitui,Poor,Secondary,0
15,Medium,Rural,Wajir,Good,None,0
13,Low,Rural,Isiolo,Moderate,Primary,0
13,Low,Rural,Kericho,Moderate,None,1
13,High,Traditional,Kakamega,Poor,None,1
16,Medium,Rural,Kitui,Poor,Secondary,0
16,High,Rural,Kiambu,Poor,Primary,1
13,High,Urban,Meru,Poor,None,0
18,Medium,Urban,Mombasa,Moderate,Primary,0
14,High,Rural,Meru,Moderate,Higher,0
14,High,Urban,Eldoret,Moderate,Higher,1
15,Low,Traditional,Thika,Moderate,Higher,1
17,High,Traditional,Narok,Moderate,Primary,1
15,Medium,Traditional,Kisumu,Poor,Higher,1
13,Low,Traditional,Mandera,Moderate,Secondary,0
13,High,Rural,Mombasa,Good,Primary,1
13,High,Traditional,Isiolo,Poor,Higher,1
17,Medium,Traditional,Eldoret,Poor,Higher,0
16,High,Traditional,Kiambu,Poor,None,0
17,Medium,Traditional,Kitui,Good,Primary,0
15,High,Urban,Kericho,Moderate,Higher,1
16,High,Traditional,Thika,Moderate,Primary,0
16,Medium,Traditional,Kitui,Poor,Primary,0
15,Low,Urban,Nairobi,Good,Secondary,1
16,Medium,Urban,Isiolo,Poor,Higher,0
14,Low,Rural,Nakuru,Moderate,Secondary,0
15,Low,Urban,Meru,Poor,Higher,0
15,Medium,Urban,Narok,Good,Primary,0
14,Medium,Urban,Eldoret,Moderate,Primary,0
17,High,Traditional,Mombasa,Poor,Primary,1
17,High,Rural,Mombasa,Good,Primary,1
17,Low,Rural,Nakuru,Good,Higher,0
16,High,Traditional,Mombasa,Good,None,1
14,Medium,Rural,Garissa,Good,Primary,0
15,Low,Traditional,Nakuru,Moderate,Higher,0
15,High,Urban,Nairobi,Good,Primary,0
15,High,Traditional,Mandera,Poor,None,1
16,Medium,Traditional,Wajir,Good,Higher,0
16,Medium,Urban,Nyeri,Moderate,Primary,1
18,High,Urban,Mombasa,Moderate,Secondary,1
17,Low,Rural,Nairobi,Poor,None,1
18,Low,Traditional,Kisumu,Poor,Secondary,0
18,Medium,Urban,Thika,Poor,Secondary,0
16,Medium,Rural,Narok,Poor,Primary,0
17,Medium,Traditional,Nakuru,Good,Secondary,1
17,High,Urban,Narok,Good,Higher,0
15,High,Urban,Kiambu,Good,None,1
16,Medium,Traditional,Kisumu,Poor,Higher,1
17,Low,Urban,Mandera,Poor,Secondary,0
18,Medium,Traditional,Isiolo,Poor,Higher,0
14,Medium,Traditional,Mandera,Good,None,1
14,Low,Traditional,Narok,Good,Secondary,1
16,Low,Urban,Kiambu,Poor,None,0
15,Low,Urban,Machakos,Poor,Primary,0
15,Low,Traditional,Wajir,Good,Primary,1
17,High,Rural,Eldoret,Poor,Higher,0
16,High,Traditional,Kitui,Good,Higher,0
14,Medium,Traditional,Kakamega,Good,Secondary,1
18,High,Traditional,Nairobi,Poor,Secondary,0
17,Medium,Rural,Kakamega,Poor,Primary,1
18,Medium,Urban,Nyeri,Poor,Primary,0
17,Low,Urban,Eldoret,Moderate,None,0
13,Low,Traditional,Kakamega,Moderate,Primary,0
18,High,Traditional,Mandera,Poor,Primary,0
16,High,Urban,Mombasa,Moderate,None,0
18,High,Traditional,Mombasa,Good,Primary,1
18,High,Urban,Nakuru,Good,Higher,0
17,Low,Rural,Kisumu,Good,None,0
14,Low,Traditional,Isiolo,Good,Primary,1
13,High,Urban,Eldoret,Good,None,1
18,Medium,Urban,Mandera,Good,Primary,1
14,Low,Rural,Narok,Good,Primary,0
15,Low,Traditional,Thika,Good,Secondary,1
13,Low,Rural,Eldoret,Moderate,None,1
13,Low,Urban,Eldoret,Moderate,Higher,0
17,High,Urban,Eldoret,Poor,Primary,0
18,High,Rural,Mombasa,Good,Higher,0
15,Medium,Rural,Isiolo,Good,Secondary,0
17,Low,Rural,Garissa,Good,Higher,0
16,High,Traditional,Machakos,Moderate,Secondary,0
14,High,Urban,Mombasa,Poor,None,1
14,Low,Traditional,Narok,Moderate,Secondary,0
17,High,Traditional,Nyeri,Good,Primary,1
14,High,Rural,Wajir,Moderate,Secondary,0
18,High,Traditional,Nyeri,Moderate,None,1
14,Medium,Traditional,Garissa,Moderate,None,1
18,High,Rural,Kitui,Moderate,Primary,0
16,Low,Rural,Eldoret,Good,Primary,0
15,Low,Rural,Kakamega,Good,Higher,0
13,Low,Urban,Mombasa,Moderate,Primary,1
17,High,Urban,Mandera,Good,Secondary,0
17,Medium,Traditional,Eldoret,Moderate,Primary,0
18,High,Traditional,Meru,Poor,Higher,1
16,Low,Urban,Kericho,Poor,Primary,0
16,Medium,Traditional,Narok,Good,Higher,1
13,Medium,Rural,Kakamega,Good,Primary,0
15,High,Urban,Isiolo,Good,None,1
17,Low,Traditional,Narok,Moderate,Primary,0
18,High,Traditional,Machakos,Poor,Secondary,1
16,Low,Traditional,Kisumu,Poor,None,0
17,Medium,Urban,Kericho,Good,Primary,0
18,High,Urban,Kiambu,Poor,Primary,0
14,Medium,Urban,Thika,Good,None,1
17,Low,Rural,Kericho,Good,None,1
15,Medium,Traditional,Garissa,Poor,None,1
18,Medium,Traditional,Meru,Poor,Secondary,1
15,Medium,Rural,Machakos,Moderate,Primary,0
17,High,Urban,Garissa,Good,Higher,0
14,Low,Urban,Wajir,Moderate,Primary,0
15,Medium,Urban,Nairobi,Moderate,Primary,0
16,Medium,Rural,Nakuru,Poor,None,0
18,Medium,Traditional,Kericho,Poor,Higher,1
17,Medium,Rural,Meru,Poor,Primary,0
14,Low,Traditional,Garissa,Moderate,Primary,1
16,Low,Traditional,Nairobi,Poor,None,0
17,High,Traditional,Kericho,Poor,Primary,1
14,Low,Rural,Kakamega,Good,Secondary,0
16,Low,Urban,Kitui,Poor,Primary,0
15,Medium,Urban,Eldoret,Good,Secondary,0
17,High,Rural,Kiambu,Moderate,None,0
17,High,Traditional,Isiolo,Good,Primary,1
15,Medium,Rural,Thika,Poor,Secondary,1
13,High,Urban,Narok,Good,Primary,1
16,Low,Rural,Mombasa,Poor,None,1
15,High,Traditional,Kakamega,Moderate,None,0
17,Medium,Urban,Meru,Good,Primary,1
16,High,Traditional,Wajir,Poor,None,0
16,High,Rural,Narok,Poor,Secondary,1
13,High,Traditional,Mandera,Good,None,1
17,Medium,Rural,Kakamega,Good,None,1
14,Low,Urban,Kakamega,Moderate,Secondary,1
13,High,Urban,Wajir,Poor,Primary,0
13,Low,Urban,Meru,Poor,None,0
14,Low,Traditional,Meru,Good,Primary,1
14,Low,Rural,Narok,Good,Secondary,1
13,High,Rural,Mombasa,Moderate,Primary,0
16,Low,Rural,Nyeri,Good,None,1
15,High,Traditional,Isiolo,Good,None,0
15,High,Rural,Mombasa,Moderate,None,1
13,High,Urban,Mandera,Good,Secondary,0
16,Low,Rural,Kericho,Poor,None,1
14,High,Traditional,Thika,Poor,Primary,1
18,Medium,Urban,Narok,Moderate,Higher,0
13,Medium,Urban,Eldoret,Moderate,Higher,0
17,Medium,Traditional,Nakuru,Moderate,None,0
16,High,Urban,Nyeri,Good,Secondary,0
17,Medium,Rural,Nairobi,Good,Primary,1
17,High,Traditional,Thika,Poor,Primary,1
13,High,Rural,Kericho,Moderate,Secondary,1
16,High,Traditional,Eldoret,Moderate,Primary,1
17,Low,Traditional,Narok,Moderate,None,1
16,Medium,Traditional,Nyeri,Poor,Primary,1
15,High,Rural,Kitui,Moderate,Higher,0
18,Medium,Traditional,Wajir,Poor,Secondary,0
17,Medium,Urban,Kakamega,Moderate,Primary,0
17,Low,Rural,Thika,Poor,Primary,0
16,Medium,Traditional,Kisumu,Poor,Secondary,1
18,High,Traditional,Machakos,Good,Primary,1
15,High,Rural,Nakuru,Poor,Secondary,1
17,Medium,Urban,Eldoret,Moderate,None,0
13,Medium,Urban,Garissa,Moderate,Secondary,0
16,Low,Traditional,Eldoret,Poor,Primary,0
16,High,Traditional,Kericho,Poor,Primary,1
17,Medium,Urban,Mombasa,Good,None,1
15,Medium,Traditional,Nakuru,Poor,Primary,1
17,High,Urban,Mandera,Good,Higher,1
14,Medium,Urban,Machakos,Moderate,Higher,0
17,Low,Urban,Mombasa,Good,Primary,0
18,Medium,Urban,Nakuru,Poor,Primary,0
18,Medium,Traditional,Meru,Moderate,Primary,1
14,Low,Rural,Machakos,Poor,Secondary,1
18,Low,Rural,Wajir,Poor,Primary,1
18,Low,Urban,Isiolo,Moderate,Secondary,1
13,High,Traditional,Mombasa,Good,Primary,0
16,Medium,Rural,Kisumu,Good,Primary,0
18,Medium,Rural,Eldoret,Good,Primary,0
16,Low,Urban,Mandera,Good,None,1
15,High,Urban,Nakuru,Good,Secondary,1
17,Low,Traditional,Mandera,Good,None,0
13,Medium,Rural,Kiambu,Moderate,Primary,0
14,High,Urban,Garissa,Poor,None,1
15,High,Urban,Thika,Moderate,None,1
13,Medium,Traditional,Kitui,Poor,Higher,1
13,High,Urban,Eldoret,Moderate,None,1
14,High,Urban,Nakuru,Poor,Secondary,1
14,Low,Urban,Nairobi,Poor,Primary,0
16,High,Urban,Garissa,Moderate,Primary,1
17,Low,Urban,Wajir,Good,Higher,0
15,High,Traditional,Isiolo,Poor,Higher,1
17,Low,Urban,Garissa,Moderate,Secondary,0
15,Low,Rural,Mandera,Poor,Secondary,1
13,High,Urban,Meru,Good,Primary,1
18,Low,Urban,Kisumu,Poor,Primary,1
18,Medium,Rural,Mombasa,Good,None,0
14,Medium,Rural,Nyeri,Poor,Secondary,0
14,High,Urban,Kiambu,Good,Higher,1
13,High,Traditional,Eldoret,Poor,Primary,0
13,High,Rural,Mandera,Good,Primary,0
15,Medium,Traditional,Nairobi,Poor,None,0
13,High,Urban,Machakos,Moderate,Higher,0
15,High,Urban,Narok,Poor,Primary,0
17,Low,Rural,Nakuru,Good,Secondary,0
14,High,Rural,Kakamega,Good,Secondary,1
14,Medium,Traditional,Kisumu,Poor,Secondary,1
18,Medium,Urban,Kericho,Poor,None,1
18,High,Rural,Garissa,Poor,None,1
14,Medium,Rural,Isiolo,Good,Secondary,0
17,Low,Rural,Narok,Moderate,Higher,1
17,Low,Traditional,Kericho,Moderate,Primary,0
16,High,Urban,Nakuru,Moderate,Primary,0
15,High,Rural,Kiambu,Good,Primary,0
18,Low,Rural,Eldoret,Good,Secondary,0
15,Low,Rural,Nyeri,Moderate,Secondary,0
18,High,Urban,Isiolo,Moderate,Secondary,0
16,Medium,Traditional,Thika,Good,None,0
14,High,Traditional,Thika,Good,None,1
15,High,Urban,Kericho,Good,Secondary,1
18,High,Traditional,Isiolo,Good,Secondary,0
15,High,Traditional,Kericho,Good,Higher,0
14,High,Rural,Meru,Good,Primary,1
13,High,Traditional,Kiambu,Moderate,None,1
18,High,Rural,Nairobi,Good,Primary,1
13,Medium,Traditional,Kiambu,Poor,Secondary,0
16,High,Rural,Meru,Good,Secondary,0
17,Low,Urban,Wajir,Good,Higher,0
15,High,Urban,Nyeri,Moderate,Higher,0
18,Medium,Traditional,Kitui,Moderate,None,0
15,Low,Rural,Meru,Good,None,0
16,High,Urban,Nyeri,Good,Primary,1
16,High,Urban,Nakuru,Poor,Primary,1
15,Low,Traditional,Kitui,Moderate,None,0
18,High,Rural,Mombasa,Moderate,Secondary,1
14,Medium,Rural,Kericho,Good,None,1
14,High,Urban,Nakuru,Good,Primary,1
17,Medium,Traditional,Nairobi,Poor,None,0
15,High,Urban,Kiambu,Poor,Primary,1
15,Low,Urban,Mandera,Poor,Primary,1
